Type;RepoLanguage;Title-Programmer;Title-GPT;NumberOfPrompts;TokensOfPrompts;TokensOfAnswers;CodeGPT;LinesUsed;LinesGivenGPT;Usage_Ratio_y_x;Similarity_Web_y_x;String;New-Feature ;Refactor;Security ;Bug-Fix ;Energy;StringGPT;NewFeatureGPT; RefactorGPT; SecurityGPT ;Bug-Fix GPT;EnergyGPT;CodeUSED
code file;C;Refactor ;String;2;965;959;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;C;Refactor ; Bug-Fix ;2;1180;665;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;C;Refactor ;String;2;1112;1054;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;C;Refactor ;String;6;1067;2125;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;PYTHON;Bug-Fix;String;1;119;660;NOREFERENCE;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Bug-Fix;String;2;128;1918;NOREFERENCE;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
code file;PYTHON;Bug-Fix;String;1;134;679;NOREFERENCE;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
code file;HTML; Bug-Fix ;String;3;688;1609;NOREFERENCE;15;48;0;0.05;0;0;0;0;1;0;1;1;0;0;1;0;1
code file;HTML;New-Feature  Bug-Fix Refactor ;New-Feature ;3;26;3608;JAVASCRIPT;1;366;0;0.02;0;1;1;0;1;0;0;0;0;0;1;0;1
code file;PYTHON;New-Feature  Bug-Fix Bug-Fix;String;3;183;1583;NOREFERENCE;15;48;0;0.02;0;1;0;0;1;0;1;1;0;0;1;0;1
code file;NOREFERENCE;New-Feature ;String;1;801;1042;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;Refactor ;Security New-Feature ;1;17;390;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;LUA;Refactor New-Feature;String;20;1543;4519;NOREFERENCE;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;JAVA;String;Prog-language;5;60;3035;JAVA;93;239;0;0.14;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;HTML;String;String;23;246;4399;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String; Security  Security;1;32;595;NOREFERENCE;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0
code file;HTML;Refactor New-Feature New-Feature ;String;7;1526;2672;NOREFERENCE;61;108;0;0.18;0;1;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;Refactor ;Energy;64;516;6237;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
code file;HTML;Refactor ;Security New-Feature ;1;17;390;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;HTML;String;String;5;139;1482;NOREFERENCE;5;26;0;0.01;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;Refactor ;New-Feature ;2;76;108;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;HTML; Bug-Fix  Refactor ;Prog-language ;1;268;659;HTML;55;58;0;0.05;0;0;1;0;1;0;0;0;0;0;1;0;1
code file;NOREFERENCE;Bug-Fix ;New-Feature ;1;377;583;NOREFERENCE;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
code file;APPLESCRIPT;Refactor ;String;6;327;1786;NOREFERENCE;0;6;0;0.02;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;JAVASCRIPT;String; Bug-Fix ;4;174;1666;JAVASCRIPT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
code file;JAVASCRIPT;String;String;3;188;1420;JAVASCRIPT;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;Refactor;String;24;3907;12234;HTML;159;1011;0;0.14;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;1;2380;210;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;Refactor ;String;11;552;4107;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;HTML;New-Feature ;String;10;511;3599;YAML;8;190;0;0.05;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;New-Feature Prog-language ;Security ;5;20;1519;NOREFERENCE;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
code file;BASH;Refactor ;Refactor Bug-Fix;9;1312;3315;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
code file;BASH;Refactor ;New-Feature ;3;160;1089;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;BASH;Refactor ; New-Feature;4;1311;762;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;NOREFERENCE;Refactor ;String;3;355;963;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;Refactor ;New-Feature ;4;378;1574;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;PYTHON;New-Feature ;String;4;629;2287;PYTHON;89;95;0;0.07;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;16;901;12312;NOREFERENCE;405;1425;0;0.03;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;2;34;441;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String;String;23;246;4399;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String; Security  Security;1;32;595;NOREFERENCE;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0
code file;PYTHON;Refactor  Bug-Fix ;Refactor ;1;16;355;BASH;0;2;0;0.01;0;0;1;0;1;0;0;0;1;0;1;0;0
code file;BASH;Bug-Fix ;New-Feature ;11;441;4105;YAML;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
code file;HTML;Refactor New-Feature ;String;24;1321;13194;BASH;122;552;10;0.16;0;1;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;Bug-Fix  Bug-Fix ;String;2;685;3037;NOREFERENCE;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
code file;HTML;String;String;23;246;4399;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String; Security  Security;1;32;595;NOREFERENCE;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0
code file;HTML;Refactor ;String;23;15728;10096;NOREFERENCE;20;324;0;0.14;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;JAVASCRIPT;String;Refactor ;6;153;2689;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
code file;PYTHON;Refactor ;LLM-ChatGPT New-Feature ;6;116;1150;NOREFERENCE;11;29;0;0.01;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;C;Refactor ;String;4;267;2024;YAML;135;206;0;0.05;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;PYTHON;String;String;1;18;186;PYTHON;1;4;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;BASH;Refactor ;Security New-Feature ;1;17;390;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;AUTOHOTKEY;Refactor ;String;9;551;7440;HTML;185;774;0;0.02;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;BASH;Refactor ;Security ;5;20;1519;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;JAVASCRIPT;New-Feature ;String;1;27;345;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;JAVASCRIPT;New-Feature ; New-Feature;2;256;214;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
code file;HTML;Refactor New-Feature;String;6;61;2142;NOREFERENCE;23;83;0;0.06;0;1;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;Bug-Fix ; LLM-ChatGPT String;9;749;4328;NOREFERENCE;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
code file;HTML;New-Feature Refactor ;String;13;354;7242;HTML;180;624;0;0.17;0;1;1;0;0;0;1;1;0;0;0;0;1
code file;PYTHON;Refactor New-Feature ;String;47;958;17254;BASH;288;1156;0;0.3;0;1;1;0;0;0;1;1;0;0;0;0;1
code file;PYTHON;New-Feature ; New-Feature  Prog-language;3;338;1477;PYTHON;36;127;0;0.05;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;NOREFERENCE;Refactor ;Refactor ;1;6;555;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
code file;JAVASCRIPT;String;Security ;2;94;662;JAVASCRIPT;9;33;0;0.02;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;NOREFERENCE;Refactor ;String;6;173;3478;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;Refactor ;String;3;52;1672;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;C;New-Feature  LLM-ChatGPT String;Refactor ;16;300;8908;PYTHON;736;1103;0;0.17;1;1;0;0;0;0;0;0;1;0;0;0;1
code file;PYTHON;Refactor New-Feature ;New-Feature ;18;1130;7214;PYTHON;98;470;1;0.42;0;1;1;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;String;String;1;157;32;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;PYTHON;String;New-Feature Prog-language ;1;17;411;BASH;0;9;0;0.02;1;0;0;0;0;0;0;0;0;0;0;0;0
code file;PYTHON;String;New-Feature  Prog-language ;1;19;422;BASH;3;15;0;0.01;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON;String;String;1;16;238;PYTHON;3;9;0;0.01;1;0;0;0;0;0;1;1;0;0;0;0;1
code file;PYTHON;String;Refactor  Security ;1;16;270;NOREFERENCE;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0
code file;GO;String;Prog-language ;2;21;1911;GO;78;235;0;0.03;1;0;0;0;0;0;0;0;0;0;0;0;1
code file;PYTHON; New-Feature  New-Feature ;String;35;1819;13090;NOREFERENCE;230;951;0;0.38;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;Refactor;String;24;3907;12234;HTML;199;1130;0;0.22;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;PYTHON;Refactor ;String;1;3954;362;BASH;2;2;2;0;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;New-Feature Security ;3;1251;1559;PHP;15;89;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1
code file;HTML;Refactor ;String;16;1886;8802;HTML;105;532;0;0.11;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;New-Feature ; LLM-ChatGPT String;3;615;22;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;RUBY; Bug-Fix ;String;35;21794;16741;RUBY;210;769;0;0.71;0;0;0;0;1;0;1;1;0;0;1;0;1
code file;BASH;Refactor ;String;4;78;1764;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;HTML;New-Feature  Security ;New-Feature ;54;12889;22036;HTML;441;1744;0;0.4;0;1;0;0;0;0;0;0;0;0;0;0;1
code file;NOREFERENCE;Refactor ;String;2;49;842;NOREFERENCE;11;50;0;0.01;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;New-Feature ;Refactor ;7;147;3195;BASH;227;277;0;0.34;0;1;0;0;0;0;0;0;1;0;0;0;1
code file;HTML;String; Bug-Fix ;2;22;314;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
code file;JAVASCRIPT;String;String;6;85;765;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;PYTHON;Refactor;String;4;111;1186;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;PYTHON;Refactor;String;7;301;3468;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;PYTHON;Refactor;String;1;92;840;JAVASCRIPT;12;42;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;2;53;3494;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;Refactor ;String;1;202;554;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;7;271;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;C;Refactor ;Prog-language ;1;17;312;PYTHON;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;7;196;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;New-Feature ; Bug-Fix ;1;9;357;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;7;193;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;9;165;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;C;Refactor ;Refactor ;1;583;528;PYTHON;24;38;0;0.05;0;0;1;0;0;0;0;0;1;0;0;0;1
code file;NOREFERENCE;New-Feature ;String;1;7;345;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;6;385;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;C;Refactor ; Security  New-Feature Prog-language;3;2647;929;YAML;2;30;0;0.02;0;0;1;1;0;0;0;1;0;1;0;0;1
code file;NOREFERENCE;Refactor ;String;1;22;592;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;PYTHON;New-Feature LLM-ChatGPT String;String;7;69;3807;NOREFERENCE;0;11;0;0.01;1;1;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;Refactor ;String;0;0;0;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;NOREFERENCE;Refactor New-Feature ; Security  ;2;515;1159;NOREFERENCE;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0;0
code file;HTML;Refactor ;Security New-Feature ;1;17;390;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;HTML; New-Feature Refactor ;String;6;80;1675;NOREFERENCE;8;41;0;0;0;1;1;0;0;0;1;1;0;0;0;0;1
code file;HTML; New-Feature Refactor ;String;1;14;418;BASH;2;13;0;0;0;1;1;0;0;0;1;1;0;0;0;0;1
code file;C;Refactor ;String;1;328;202;PYTHON;1;2;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1
code file;C;Refactor ;Bug-Fix ;3;148;754;PYTHON;5;18;0;0.01;0;0;1;0;0;0;0;0;0;0;0;0;1
code file;C;New-Feature ;String;2;52;762;JAVASCRIPT;5;26;0;0.04;0;1;0;0;0;0;1;1;0;0;0;0;1
code file;HTML;String;String;1;154;539;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;BASH;Refactor ;Security New-Feature ;1;17;390;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
code file;PYTHON;Refactor  Security Security;String;3;204;981;BASH;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
code file;HTML;String;String;23;246;4399;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;String; Security  Security;1;32;595;NOREFERENCE;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0
code file;NOREFERENCE;New-Feature ;String;1;7;204;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
code file;HTML;New-Feature ;Refactor ;5;901;3873;HTML;104;377;0;0.03;0;1;0;0;0;0;0;0;1;0;0;0;1
code file;NOREFERENCE;New-Feature ; LLM-ChatGPT;5;84;1880;NOREFERENCE;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
code file;NOREFERENCE;Bug-Fix ;String;1;1154;677;NOREFERENCE;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
commit;HTML;String;String;6;5774;2176;NOREFERENCE;0;3;0;0.02;1;0;0;0;0;0;1;1;0;0;0;0;0
commit;PYTHON;Bug-Fix ;String;5;167;2083;NOREFERENCE;34;112;0;0.19;0;0;0;0;1;0;1;1;0;0;1;0;1
commit;PYTHON;Bug-Fix New-Feature ;String;3;396;1129;NOREFERENCE;11;41;0;0.04;0;1;0;0;1;0;1;1;0;0;1;0;1
commit;PYTHON;Bug-Fix New-Feature ;String;3;396;1129;NOREFERENCE;15;41;0;0.14;0;1;0;0;1;0;1;1;0;0;1;0;1
commit;PYTHON;Refactor New-Feature ; Security  Bug-Fix ;3;139;741;NOREFERENCE;15;16;0;0.23;0;1;1;1;0;0;0;1;0;1;0;0;1
commit;LUA;String; Security  New-Feature ;4;944;1732;BASH;17;100;0;0.07;1;0;0;1;0;0;0;1;0;1;0;0;1
commit;NOREFERENCE;LLM-ChatGPT String;New-Feature ;11;4749;6284;NOREFERENCE;18;81;0;0.04;1;0;0;0;0;0;0;0;0;0;0;0;1
commit;NOREFERENCE;Refactor ;String;8;1169;3643;NOREFERENCE;120;249;0;0.09;0;0;1;0;0;0;1;1;0;0;0;0;1
commit;HTML;String;String;3;1686;853;JAVASCRIPT;3;22;0;0.02;1;0;0;0;0;0;1;1;0;0;0;0;1
commit;PYTHON;String;String;1;12;832;PYTHON;85;85;0;0.53;1;0;0;0;0;0;1;1;0;0;0;0;1
commit;JAVASCRIPT; LLM-ChatGPT Bug-Fix ;String;1;19;760;JAVASCRIPT;53;53;0;0.38;0;1;0;0;1;0;1;1;0;0;1;0;1
commit;BASH;New-Feature  LLM-ChatGPT String;String;20;1496;6505;BASH;253;378;0,04;0.8;1;1;0;0;0;0;1;1;0;0;0;0;1
commit;NOREFERENCE;Refactor ;String;3;92;537;NOREFERENCE;5;5;5;0.01;0;0;1;0;0;0;1;1;0;0;0;0;1
commit;HTML;Refactor ;String;3;2391;522;NOREFERENCE;11;13;0;0.37;0;0;1;0;0;0;1;1;0;0;0;0;1
commit;JAVASCRIPT; LLM-ChatGPT String;String;10;724;5025;JAVASCRIPT;274;387;1;1,42;1;1;0;0;0;0;1;1;0;0;0;0;1
commit;C; New-Feature  New-Feature ;String;7;944;3735;NOREFERENCE;259;296;0;0.79;0;1;0;0;0;0;1;1;0;0;0;0;1
commit;HTML;Bug-Fix Bug-Fix ; Bug-Fix ;2;131;511;NOREFERENCE;0;8;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
commit;PYTHON;New-Feature ;String;8;819;5323;PYTHON;232;386;0;2,2;0;1;0;0;0;0;1;1;0;0;0;0;1
commit;HTML;New-Feature  LLM-ChatGPT String; New-Feature;2;1663;1067;PYTHON;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
commit;HTML;New-Feature  LLM-ChatGPT String; New-Feature;2;1663;1067;PYTHON;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
commit;HTML;Refactor  LLM-ChatGPT String; Bug-Fix ;1;1026;280;JAVASCRIPT;1;1;1;0.04;1;1;1;0;0;0;0;0;0;0;0;0;1
commit;PYTHON; Bug-Fix ;String;2;161;564;PYTHON;6;12;0;0.14;0;0;0;0;1;0;1;1;0;0;1;0;1
commit;C;String;String;1;146;206;NOREFERENCE;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0
commit;HTML;String;Bug-Fix  Security  ;16;11430;5924;JAVASCRIPT;47;104;6,833333333;0.18;1;0;0;1;0;0;0;1;0;1;0;0;1
commit;HTML;New-Feature ; New-Feature;1;152;687;YAML;46;49;0;0.46;0;1;0;0;0;0;0;0;0;0;0;0;1
commit;PYTHON; Bug-Fix   LLM-ChatGPT String;Refactor ;4;711;3025;BASH;174;278;0;0.95;1;1;0;0;1;0;0;0;1;0;1;0;1
commit;LUA;Refactor ;String;20;1543;4519;NOREFERENCE;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
commit;JAVASCRIPT;New-Feature Prog-language New-Feature ;New-Feature ;10;1065;4262;JAVASCRIPT;286;387;1;1,69;0;1;0;0;1;0;0;0;0;0;1;0;1
commit;NOREFERENCE;New-Feature  LLM-ChatGPT String;String;10;1401;3332;NOREFERENCE;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0
commit;BASH;String; New-Feature;1;406;440;BASH;37;37;0;0.08;1;0;0;0;0;0;0;0;0;0;0;0;1
commit;C;String;String;1;10;530;C;27;29;1;0.27;1;0;0;0;0;0;1;1;0;0;0;0;1
commit;PYTHON;String;String;25;832;13149;PYTHON;1110;1251;3;6,73;1;0;0;0;0;0;1;1;0;0;0;0;1
commit;HTML;New-Feature ;New-Feature ;2;1133;425;BASH;36;42;0,032258065;0.22;0;1;0;0;0;0;0;0;0;0;0;0;1
commit;HTML;New-Feature ;New-Feature ;1;1109;236;BASH;17;17;0;0.15;0;1;0;0;0;0;0;0;0;0;0;0;1
commit;HTML;String;String;1;533;375;BASH;18;18;0;0.11;1;0;0;0;0;0;1;1;0;0;0;0;1
commit;HTML;New-Feature ;New-Feature ;1;720;510;BASH;9;9;0;0.06;0;1;0;0;0;0;0;0;0;0;0;0;1
commit;HTML;New-Feature  Security ;New-Feature  Security;1;307;149;BASH;9;9;0;0.06;0;1;0;0;0;0;0;0;0;0;0;0;1
commit;HTML;Refactor ;Refactor Prog-language;1;884;146;BASH;11;11;0;0.1;0;0;1;0;0;0;0;0;1;0;0;0;1
commit;HTML;Refactor ;Refactor ;1;853;373;BASH;27;27;0;0.12;0;0;1;0;0;0;0;0;1;0;0;0;1
commit;HTML;Refactor ;Refactor ;1;735;166;BASH;12;12;0;0.08;0;0;1;0;0;0;0;0;1;0;0;0;1
commit;HTML;Refactor ;Refactor ;4;1339;1791;BASH;189;208;0,018181818;0.6;0;0;1;0;0;0;0;0;1;0;0;0;1
commit;HTML;Refactor ;Refactor ;1;1215;681;BASH;10;10;0;0.03;0;0;1;0;0;0;0;0;1;0;0;0;1
commit;HTML;Refactor ;Refactor  Refactor ;1;1243;1071;BASH;13;13;0;0.02;0;0;1;0;0;0;0;0;1;0;0;0;1
commit;HTML;Refactor ;Refactor ;1;527;401;BASH;14;14;0;0.12;0;0;1;0;0;0;0;0;1;0;0;0;1
commit;HTML;Refactor  Security ;Refactor  Security ;1;512;137;BASH;8;8;0;0.06;0;0;1;1;0;0;0;1;1;1;0;0;1
commit;HTML;Bug-Fix  Bug-Fix  Security Bug-Fix ;Bug-Fix  Bug-Fix ;1;820;358;BASH;25;25;0;0.08;0;0;0;0;1;0;0;0;0;0;1;0;1
commit;HTML;New-Feature Bug-Fix  Bug-Fix ;New-Feature  Bug-Fix ;1;861;296;BASH;10;24;0;0.08;0;1;0;0;1;0;0;0;0;0;1;0;1
commit;HTML;Security  Security ;Security  Bug-Fix ;1;418;178;BASH;10;10;0;0.08;0;0;0;0;0;0;0;0;0;0;0;0;1
commit;HTML;Refactor ;Refactor;1;576;242;BASH;12;12;0;0.09;0;0;1;0;0;0;0;0;1;0;0;0;1
commit;HTML;New-Feature ;New-Feature ;27;3241;12488;JAVA;271;918;0;1,24;0;1;0;0;0;0;0;0;0;0;0;0;1
commit;HTML;New-Feature ;New-Feature ;27;3241;12488;JAVA;250;918;0;1,1;0;1;0;0;0;0;0;0;0;0;0;0;1
commit;HTML;Refactor ;Refactor ;2;1022;1341;BASH;139;144;0,01;0.43;0;0;1;0;0;0;0;0;1;0;0;0;1
commit;HTML;Refactor ;Bug-Fix ;1;575;354;BASH;8;8;0;0.07;0;0;1;0;0;0;0;0;0;0;0;0;1
commit;HTML;Bug-Fix ;Bug-Fix ;1;705;506;BASH;8;8;0;0.05;0;0;0;0;1;0;0;0;0;0;1;0;1
commit;HTML;New-Feature ;New-Feature ;1;785;510;BASH;14;14;0;0.08;0;1;0;0;0;0;0;0;0;0;0;0;1
commit;HTML;Refactor  Refactor ;Refactor  Refactor ;1;476;302;BASH;13;13;0;0.05;0;0;1;0;0;0;0;0;1;0;0;0;1
commit;HTML;Refactor ;Refactor ;2;517;591;BASH;55;55;0,026315789;0.21;0;0;1;0;0;0;0;0;1;0;0;0;1
commit;HTML;Bug-Fix Prog-language ;Bug-Fix Prog-language ;1;448;244;BASH;8;8;0;0.06;0;0;0;0;1;0;0;0;0;0;1;0;1
commit;HTML;Bug-Fix  Bug-Fix ;Bug-Fix ;1;714;477;BASH;17;17;0;0.12;0;0;0;0;1;0;0;0;0;0;1;0;1
commit;HTML;New-Feature ;New-Feature  Prog-language;1;567;292;BASH;21;21;0;0.16;0;1;0;0;0;0;0;0;0;0;0;0;1
commit;HTML;Bug-Fix ;Bug-Fix  Bug-Fix ;1;667;490;BASH;19;19;0;0.09;0;0;0;0;1;0;0;0;0;0;1;0;1
commit;HTML;Bug-Fix New-Feature ;Bug-Fix ;1;384;293;BASH;35;35;0;0.2;0;1;0;0;1;0;0;0;0;0;1;0;1
commit;HTML;Refactor ;Refactor ;4;990;2442;BASH;238;245;0,010204082;0.94;0;0;1;0;0;0;0;0;1;0;0;0;1
commit;HTML;Bug-Fix ;Bug-Fix ;1;473;279;BASH;8;8;0;0.07;0;0;0;0;1;0;0;0;0;0;1;0;1
commit;HTML;New-Feature ; New-Feature;4;660;2344;BASH;262;272;0,010752688;0.98;0;1;0;0;0;0;0;0;0;0;0;0;1
commit;HTML;String;String;2;759;761;BASH;65;67;0,019607843;0.39;1;0;0;0;0;0;1;1;0;0;0;0;1
commit;HTML;Refactor ;Refactor ;1;885;459;BASH;15;15;0;0.11;0;0;1;0;0;0;0;0;1;0;0;0;1
commit;HTML;String;Bug-Fix  Bug-Fix ;2;754;524;BASH;27;51;0;0.34;1;0;0;0;0;0;0;0;0;0;0;0;1
commit;HTML;Bug-Fix  Bug-Fix ;Bug-Fix ;1;633;412;BASH;10;10;0;0.07;0;0;0;0;1;0;0;0;0;0;1;0;1
commit;HTML;Bug-Fix  Bug-Fix ;Bug-Fix  Bug-Fix ;1;651;388;BASH;12;12;0;0.07;0;0;0;0;1;0;0;0;0;0;1;0;1
commit;HTML;Refactor ;Bug-Fix ;1;796;438;BASH;23;23;0;0.14;0;0;1;0;0;0;0;0;0;0;0;0;1
commit;HTML;Bug-Fix New-Feature Bug-Fix ;Bug-Fix New-Feature ;1;714;447;BASH;8;8;0;0.05;0;1;0;0;1;0;0;0;0;0;1;0;1
commit;HTML;Bug-Fix  Bug-Fix  Bug-Fix ;Bug-Fix  Bug-Fix ;2;653;667;BASH;14;36;0;0.18;0;0;0;0;1;0;0;0;0;0;1;0;1
